Id,Kategori,Judul,Tanggal dan Waktu Terbit,Penulis,Isi Berita
7184388,            Berita        ,Cerita Ipda Nurhilal Bangun Rumah Yatim dan Pondok Tahfiz Gratis di Pangkep,"Jumat, 09 Feb 2024 00:38 WIB",Arief Ikhsanudin  ,"Ipda Muhammad Nurhilal mendirikan Rumah Yatim dan Pondok Tahfiz Al Hilal di Kampung Bawang Lompoa, Kelurahan Labakkang, Kecamatan Labakkang, Pangkajene dan Kepulauan (Pangkep), Sulawesi Selatan (Sulsel). Ipda Nurhilal dikenal sebagai polisi yang peduli terhadap pendidikan anak khususnya di bidang agama.Salah satu yang mengusulkan Ipda Nurhilal sebagai kandidat Hoegeng Awards 2024 adalah Ferry. Ferry menyebut Nurhilal adalah polisi sekaligus pendakwah atau dai. Berikut hal yang disampaikan Ferry lewat form usulan Hoegeng Awards 2024.Bangunan rumah tahfiz dan yatim berdiri atas milik sendiri digunakan untuk dakwah.Ferry, yang memiliki Pondok Tahfidz Qur'an Putri Yusuf Al-Fatih gratis di Maros, merupakan satu komunitas dengan Ipda Nurhilal di Komunitas Pendakwah Keren Indonesia. Ferry mengatakan Nurhilal memiliki rumah yatim dan pondok tahfiz mandiri dan tanpa pungutan atau gratis.""Itu lahan milik sendiri karena berdampingan dengan tempat orang tuanya. Itu sudah diberikan untuk anaknya untuk dikelola. Beliau juga kan baru menikah, istrinya ngurusin di pondok, dan beliau kan aktif di Polda Sulsel sekarang,"" kata Ferry saat dihubungi.Ferry pun mengatakan Nurhilal sering membantu sesama pondok. Ferry mengaku mendapat sumbangan barang dari Nurhilal.""Beliau salah satu anggota Polri yang sosialnya sangat tinggi. Selalu ajak kebaikan, termasuk waktu awal-awal saya juga mendirikan pondok, beliau juga memberikan kerangkan susun,"" katanya.Saat dihubungi, Nurhilal, yang menjabat Pamin Urmintu Subbagrenmin Ditbinmas Polda Sulsel, menceritakan alasan membangun rumah yatim dan pondok tahfiz di Pangkep. Dia yang selalu berkunjung dan berkegiatan di panti asuhan tergerak untuk membangun rumah yatim sendiri.""Kebetulan ada tanah di kampung, tanah pribadi pada saat bulan Ramadhan 2019. Bismillah, berniat untuk membangun rumah yatim dan pondok tahfiz,"" kata Nurhilal, saat dikonfirmasi.Dia menilai, anak zaman sekarang gampang mendapat pengaruh buruk khususnya dari gadget. Terlebih, dia melihat di kampung halamannya di Kampung Bawang Lompoa sudah jarang ada tempat anak-anak untuk mengaji.""Karena di kampung sudah jarang guru ngaji. Jadi anak-anak apalagi di zaman sekarang, anak dekat dengan gadget dan lain-lain dari situ saya berpikir bagaimana mengasuh anak yatim dan tempat untuk anak kampung,"" katanya.Dia mendirikan Rumah Yatim dan Pondok Tahfiz Al Hilal di atas tanah dengan ukuran 20x30 meter persegi. Dengan uang dari lomba dai di stasiun TV, uang sumbangan saat dakwah, dan sumbangan lain, dia membangun gazebo untuk mengaji dan tempat tinggal untuk anak yatim.""Kalau gazebo itu Rp 30 juta, kalau bangunan sekitar Rp 200 juta-an,"" katanya.Dia tidak memungut bayaran kepada anak asuh serta anak-anak sekitar kampung yang belajar mengaji. Saat ini, sudah ada delapan anak yatim, dan sekitar 75 anak-anak kampung yang mengaji di tempat Nurhilal.Meski murid tak dibebani oleh biaya, namun Nurhilal harus membayar 2 guru ngaji dan beberapa keperluan anak yatim seperti uang sekolah, makan dan sebagainya. Nurhilal menyebut operasional rumah yatim dan pondok tahfiz sekitar Rp 12 juta.""Ini kan berjalan tiga tahun, tahun kedua sudah ada donatur tetap meski tak seberapa. Jadi sebagian pakai gaji sendiri,"" katanya.Dengan berdirinya Rumah Yatim dan Pondok Tahfiz Nurhilal berharap kehidupan anak yatim dan kampungnya di Pangkap menjadi lebih baik. Dia tak ingin anak yatim telantar di jalan untuk mengemis dan lainnya.""Saya peduli dan khawatir terhadap anak yatim yang kehidupannya di bawah kata layak dan sejahtera. Di jalanan minta-minta uang. Saya ingin sejahterakan yang kurang mampu dan duafa,"" katanya.""Mudah mudahan kita beri nilai agama sejak dini sehingga menjadi pondasi untuk menghadapi jaman saat ini. Semoga bisa menjadi generasi beragama dan berakhlak Al-Quran,"" katanya.Penghargaan yang diterima oleh Ipda M Nurhilal2014 - Finalis DAI Muda Indonesia MNCTV2015 - Finalis AKSI Indosiar2017 - Juara I Polisi Teladan Tingkat Polda Sulsel2021 - Finalis Da'i Polri"
7184385,            Berita        ,Tentang Temuan Penting di CCTV Kasus Tewasnya Anak Tamara Tyasmara,"Jumat, 09 Feb 2024 00:38 WIB",Mei Amelia Rachmat  ,"Polisi mengatakan telah menemukan temuan penting di kasus kematian Dante (6), anak dari Tamara Tyasmara. Temuan itu merupakan isi rekaman CCTV di kolam renang, tempat Dante tewas tenggelam.""Hasil pemeriksaan digital forensic dan dokter forensik sudah kita dapatkan,"" kata Kasubdit Jatanras Ditreskrimum Polda Metro Jaya AKBP Rovan Richard Mahenu, kepada wartawan, Kamis (8/2/2024).Polisi belum membeberkan hasil pemeriksaan digital forensic dan kedokteran forensik tersebut. Namun, dia meyebut hasil pemeriksaan ahli ini memberikan informasi penting dalam proses pembuktian penyidikan kasus kematian Dante.""Hasilnya apa belum bisa kami ungkap, tetapi pastinya ada temuan penting dalam rekaman CCTV ini,"" imbuhnya.Polisi akan memberikan informasi secara transparan terkait perkembangan kasus ini. Ahli akan dihadirkan untuk menjelaskan hasil pemeriksaan forensik tersebut.""Kita akan transparan dan akan hadirkan ahli digital forensic dan dokter forensik untuk mengungkapkan secara detail apa hasil temuan mereka,"" tuturnya.Penyidik Subdit Jatanras Ditreskrimum Polda Metro Jaya melakukan gelar perkara kembali hari ini. Dalam gelar perkara ini, penyidik akan menentukan siapa tersangka terkait kematian Dante.""Hari ini kami akan melakukan gelar perkara untuk menentukan tersangkanya,"" kata Rovan, Kamis (8/2)."
7184375,            Pemilu        ,"Gelar Tebus Murah Sembako di 9 Daerah, Barisan RFG Salurkan 12 Ribu Paket","Jumat, 09 Feb 2024 00:38 WIB",Inkana Putri  ,"Barisan Relawan For Gibran (Barisan RFG) menggelar tebus murah sembako (TMS) secara serentak di 9 titik lokasi. Kegiatan ini digelar di 6 provinsi, 5 kota, dan 4 kabupaten.""Kesembilan titik tersebut diantaranya: Sumatera Selatan (Kabupaten Ogan Komering Ilir), Banten (Kota Tangerang Selatan, Kota Tangerang, Kabupaten Tangerang), Jawa Barat (Kota Bekasi dan Kabupaten Karawang), Jawa Timur (Kota Probolinggo), Sulsel (Kota Parepare) dan Sultra (Kabupaten Konawe),"" ujar Ketua Dewan Pembina Barisan RFG Reza Fahlevi dalam keterangannya, Jumat (9/2/2024).Lebih lanjut, Reza mengungkapkan kegiatan ini digelar serentak selama tiga hari berturut-turut mulai tanggal 8, 9, hingga 10 Februari. Adapun kegiatan hari terakhir dilakukan pada pagi hari maupun sore hari.""Total keseluruhan paket sembako selama 3 hari ialah 48 ribu paket. Sementara total paket yang ditebus warga di sembilan titik di hari pertama TMS secara serentak tersebut ialah 12 ribu paket sembako,"" ucap Reza.Secara rinci, Reza mengungkapkan sembako dibagikan di Kabupaten OKI 2.000 paket, Tangerang Selatan 1.000 paket, Kota Tangerang 1.000 paket, Kabupaten Tangerang 1.000 paket, Kota Bekasi 1.000 paket, Kabupaten Karawang 1.000 paket, Kota Pare-Pare 2.000 paket, Kota Probolinggo 2.000 paket dan Kabupaten Konawe 1.000 paket.Reza menambahkan, kegiatan Barisan RFG selama ini menyasar pemilih melalui pendekatan kegiatan sosial, seperti tebus murah sembako, makan siang gratis, pemberdayaan UMKM lokal dan lain sebagainya.""Selain itu, Barisan RFG juga melibatkan komunitas motor, Ormas, UMKM binaan, gamers, dan kolaborasi dengan pemuda karang taruna. Mereka bergerak dari kampung ke kampung, hingga masuk ke lingkungan pemukiman padat penduduk, majelis ta'lim emak-emak,"" jelasnya.Barisan RFG, lanjut Reza, optimistis semua kegiatan akan berdampak langsung terhadap kans Prabowo-Gibran menang sekali putaran.""Kita lihat saja, dibandingkan dulu waktu 2014, 2019 sekarang antusias masyarakat luar biasa. Masyarakat bergotong royong dengan kreatifitasnya membuat berbagai macam acara demi mengenalkan, mengkampanyekan Prabowo-Gibran secara sukarela. Dalam arti kata, relawan berangkat dengan uang sendiri, dengan bekal sendiri. Itu suatu bentuk kepedulian, bahwa kemenangan Pak Prabowo di depan mata dan kemenangan ini adalah kemenangan rakyat Indonesia,"" lanjut Reza.Sementara Koordinator Nasional Barisan RFG Abdul Karim Rahanar menyampaikan total kegiatan TMS di 18 provinsi menjangkau seluruh pulau besar di Indonesia, yaitu 104 titik lokasi dengan jumlah keseluruhan paket sembako mencapai 200 ribuan paket.""Sejak start di bulan Desember 2023 hingga hari terakhir kampanye Pilpres 2024, Barisan RFG konsisten berkampanye bukan hanya sosialisasi Prabowo-Gibran, namun juga diiringi dengan kegiatan sosial tebus murah sembako, berdayakan UMKM dan makan siang gratis,"" pungkas Karim."
7184379,            Pemilu        ,Cerita Ahok Dulu Dukung Jokowi Meski Ada Ma'ruf karena Nawacita,"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Kritik politikus PDIP Basuki Tjahaja Purnama (BTP) atau Ahok kepada Presiden Joko Widodo (Jokowi) di tengah proses Pilpres 2024 terus berlanjut. Ahok mengungkapkan dulu rela mendukung Jokowi meski berduet dengan Wapres Ma'ruf Amin pada Pilpres 2019.Ahok mengatakan PDIP telah menugaskan Jokowi untuk menjalankan nawacita. Karena itulah, Ahok mengaku rela mendukung Jokowi di Pilpres 2019 walaupun ada Ma'ruf Amin.""PDIP tugaskan untuk presiden kerjakan nawacita. Makanya aku rela dukung Jokowi walau ada Ma'ruf,"" kata Ahok kepada detikcom, Kamis (8/2).Ahok mengatakan nawacita dan trisakti Presiden RI ke-1 Sukarno yang harus diteruskan Presiden Jokowi 10 tahun adalah Ganjar Pranowo.""Kuncinya nawacita dan trisakti Bung Karno yang harus teruskan Jokowi 10 tahun adalah Ganjar,"" kata Ahok.Ahok pun angkat bicara soal viral video dirinya yang bertanya soal kerja Presiden Jokowi dan Wali Kota Solo Gibran Rakabuming Raka viral. Ahok menyinggung lagi soal nawacita.""Ini soal Nawacita,"" kata Ahok.Halaman                1                            2                        Selanjutnya ahok basuki tjahaja purnama btp jokowi presiden jokowi ma'ruf amin wapres ma'ruf amin pilpres 2019 pilpres 2024 pdip pdi perjuangan tkn prabowo-gibran prabowo-gibran politik detikpemilu round-up Ulasan Debat Pilpres 2024Temukan analisa debat capres-cawapres pilihanmu hanya di detikpemilu!Lihat"
7184374,            Pemilu        ,"Ahok Ungkit Dukung Jokowi Meski Ada Ma'ruf, TPN Ganjar Bicara Begini","Jumat, 09 Feb 2024 00:38 WIB",Rolando Fransiscus Sihombing  ,"Politikus PDIP Basuki Tjahaja Purnama (BTP) atau Ahok mengaku dulu rela mendukung Presiden Joko Widodo (Jokowi) meski ada Wapres Ma'ruf Amin. TPN Ganjar Pranowo-Mahfud Md menilai Ahok mengingatkan Jokowi untuk kembali ke jalur ideologi.""Yang saya pahami, garis perjuangan Pak Ahok adalah ideologi, sehingga saat Pak Jokowi menjalankan ideologi secara lurus maka Pak Ahok berjalan bersama,"" kata jubir TPN Ganjar-Mahfud, Imam Priyono, kepada wartawan, Kamis (8/2/2024).""Tapi di saat sebaliknya Pak Ahok mengingatkan dengan memberikan kritik,"" imbuh Imam.Imam mengatakan kritik Ahok terhadap Jokowi tersebut murni dari pemikiran Ahok. Imam tak mengiyakan atau menepis kritik Ahok bagian dari strategi TPN Ganjar-Mahfud.""Murni dari pemikiran beliau, namun kami dukung dan apresiasi,"" ujarnya.Ahok sebelumnya mengatakan PDIP telah menugaskan Jokowi untuk menjalankan nawacita. Karena itulah, Ahok mengaku rela mendukung Jokowi di Pilpres 2019 walaupun ada Ma'ruf Amin.""PDIP tugaskan untuk presiden kerjakan nawacita. Makanya aku rela dukung Jokowi walau ada Ma'ruf,"" kata Ahok kepada detikcom, Kamis (8/2).Ahok mengatakan nawacita dan trisakti Presiden pertama RI Sukarno yang harus diteruskan Presiden Jokowi 10 tahun adalah Ganjar Pranowo.""Kuncinya nawacita dan trisakti Bung Karno yang harus teruskan Jokowi 10 tahun adalah Ganjar,"" kata Ahok."
7184371,            Pemilu        ,"Kolaborasi dengan Nelayan Konawe, Barisan RFG Gelar Tebus Murah Sembako","Jumat, 09 Feb 2024 00:38 WIB",Erika Dyah  ,"Barisan Relawan For Gibran (Barisan RFG) kembali menggelar tebus murah seribu paket sembako keenam kalinya di lokasi berbeda di Kabupaten Konawe, Sulawesi Tenggara (Sultra). Dalam kesempatan ini, Barisan RFG berkolaborasi dengan 2 komunitas nelayan di Kabupaten Konawe.Ketua Dewan Pembina Barisan RFG Reza Fahlevi mengungkapkan kolaborasi ini sesuai dengan komitmen Prabowo-Gibran untuk memperhatikan perekonomian nelayan. Kegiatan tebus murah sembako yang melibatkan kelompok nelayan ini pun diperuntukkan bagi keluarga nelayan.""Pak Prabowo dan Mas Gibran memiliki program khusus untuk meningkatkan kesejahteraan nelayan jika terpilih di Pilpres 2024. Beliau berdua akan berjuang sekuat tenaga agar nelayan sejahtera,"" ungkap Reza dalam keterangan tertulis, Jumat (9/2/2024).Reza mengatakan jika paslon nomor urut 02 menerima mandat, keduanya akan berjuang dengan segala kemampuan dan daya upaya untuk memperbaiki taraf hidup para nelayan.""Pak Prabowo dan Mas Gibran akan meningkatkan kesejahteraan ekonomi nelayan dengan memperkuat pasar lokal, memperbaiki sistem distribusi, dan meningkatkan nilai tambah produk perikanan,"" jelasnya.Selain itu, ungkap Reza, Prabowo-Gibran berjanji akan menjamin akses yang lebih baik untuk sumber daya perikanan. Termasuk pemenuhan kebutuhan peralatan, teknologi, dan pelatihan bagi nelayan.""Paslon Koalisi Indonesia Maju tersebut juga berjanji meningkatkan infrastruktur dan aksesibilitas yang memadai bagi nelayan, seperti memperbaiki dan membangun pelabuhan dan sarana transportasi penunjang lainnya,"" tandas Reza.Sementara itu, Koordinator Daerah Barisan RFG Kabupaten Konawe Imam Sani S menyampaikan kegiatan tebus murah sembako berlangsung di Lapangan Bola Desa Walay, Kecamatan Abuki, Kabupaten Konawe, Sulawesi Tenggara pada Selasa (6/2).""Barisan RFG optimis Pak Prabowo dan Mas Gibran menang telak di Kabupaten Konawe karena kami sendiri sudah 6 titik menggelar tebus murah sembako dan targetnya hingga 10 titik berbeda,"" pungkasnya."
7184358,            Pemilu        ,Balasan Gibran soal 'Senior dan Mentor' Usai Ahok Lempar Kritikan,"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Politikus PDIP, Basuki Tjahaja Purnama alias Ahok melempar kritik terhadap Presiden Joko Widodo (Jokowi) dan Wali Kota (Walkot) Solo yang juga putra sulungnya, Gibran Rakabuming. Kritikan itu lantas dibalas Gibran.Video berisi Ahok bertanya soal kerja Jokowi dan Gibran viral di media sosial (medsos). Dalam video viral seperti dilihat pada Rabu (7/2), seorang ibu menyampaikan anggota keluarganya memilih pasangan nomor urut 2 Prabowo-Gibran.Ahok kemudian menjelaskan tidak ingin memilih presiden yang tidak sehat, emosional, dan tidak bisa kerja, Ahok khawatir jika tiba-tiba Gibran yang naik jabatan.""Lagipula kita khawatir kalau tiba-tiba Gibran yang naik,"" kata Ahok di atas panggung dengan latar gambar pasangan nomor urut 3 Ganjar Pranowo-Mahfud Md.Menurut ibu tersebut, justru bagus jika Gibran yang naik jabatan. Namun, Ahok mempertanyakan bukti Gibran bisa kerja sekaligus menyinggung soal Jokowi dianggap bisa kerja.""Tapi presiden kalau cuma 2 tahun, karakter teruji kalau ada kekuasaan. Sekarang saya mau tanya, di mana ada bukti Gibran bisa kerja selama wali kota? Terus ibu kira Pak Jokowi juga bisa kerja?"" ujar Ahok.Ahok dalam video tersebut sesungguhnya enggan bicara hal itu dalam forum terbuka. Namun, menurutnya tak adil jika memilih presiden tak berdasarkan kemampuan kerja.""Nah makanya kita bisa berdebat itu, saya lebih tahu, makanya saya nggak enak ngomong depan umum. Tapi kalau ibu mau pilih Pak Prabowo pun itu hak ibu. Tapi saya mau sampaikan juga, tidak fair kalau kita pilih presiden bukan berdasarkan kemampuan kerja,"" ucap Ahok.Ahok kemudian berbicara di Kupang, Nusa Tenggara Timur (NTT). Dia menyatakan bahwa kalimatnya itu dipotong. Yang dia maksud sebagai 'tidak bisa kerja' adalah 'tidak bisa kerja bila tanpa partai'.""Saya sampaikan maksud pernyataan Jokowi dan Gibran nggak bisa kerja sendiri tanpa partai,"" kata Ahok dilansir detikbali, Rabu (7/2).""Pernyataan saya waktu itu dipotong-potong. Potong-potongan itu, sama seperti yang dulu Buni Yani. Biasalah biar orang maki-maki saya,"" katanya.Gibran kemudian memberikan tanggapan. Gibran mengaku tak masalah dengan kritikan Ahok sebab dianggap sebagai senior dan mentor.""Oh nggak apa-apa, biasa itu, segala masukan kritikan terutama dari pak Ahok selaku senior mentor kami, ya kami terima,"" ucap Gibran di Edutorium UMS, Surakarta, Jawa Tengah, Kamis (8/2/2024).Saat ditanya penilaian Gibran soal kinerja Ahok, Gibran pun menilai baik. Ahok, katanya, selama menjabat Gubernur, Wakil Gubernur, hingga Komisaris Pertamina baik.""(Kinerja Ahok) Bagus, bagus, bagus selama jadi gubernur, wakil gubernur, menjadi komisaris, baik,"" ujar dia."
7184347,            Pemilu        ,Demokrat Ungkap Obrolan AHY dan Gibran saat Makan Soto di Solo,"Jumat, 09 Feb 2024 00:38 WIB",Rolando Fransiscus Sihombing  ,"Ketum Partai Demokrat (PD) Agus Harimurti Yudhoyono (AHY) sempat makan soto bareng dengan cawapres nomor urut 2 Gibran Rakabuming Raka. Apa yang diobrolkan keduanya?Ketua Bappilu Partai Demokrat Andi Arief yang ikut mendampingi AHY mengatakan AHY dan Gibran menghadiri pengajian bersama muslimat NU di Solo, Kamis (8/2/2024).""Acara tadi adalah acara pertemuan pengajian dan sosialisasi bersama muslimat NU. Diadakan di Solo, hadir Bu Khofifah, hadir Pak AHY, hadir Pak Gibran,"" kata Andi Arief.Setelah pengajian, Gibran mengajak AHY untuk makan bersama. AHY dan Gibran menyantap soto di salah satu rumah makan di Solo.""Setelah itu, Pak Gibran mengundang makan, ya sudah habis pulang makan, kita pulang ke Jakarta, gitu,"" ujar Andi.Andi Arief mengatakan tak ada obrolan khusus saat AHY dan Gibran menyantap soto bersama. Keduanya, kata Andi, mengobrolkan kondisi politik secara umum.""Ngobrol hal-hal biasa nggak ada yang khusus. Ngobrol politik yang umum-umum aja,"" imbuhnya.Gibran diketahui makan bersama AHY dan Gus Miftah. Hal itu terjadi usai mereka menghadiri acara Isra Miraj di Edutorium UMS, Surakarta.Para tokoh itu makan di Soto Segar Hj. Fatimah, Solo, Kamis (8/2), Gibran, AHY, dan Gus Miftah terlihat memakan soto di sana. Ketiganya pun terlihat sambil berbincang saat makan soto.Gibran dan AHY terlihat mengenakan pakaian berwarna putih. Sedangkan Gus Miftah terlihat mengenakan pakaian berwarna biru."
7184342,            Pemilu        ,"Gaet Aktivis Cipayung, Barisan RFG Sosialisasikan Paslon 02 di Banyuasin","Jumat, 09 Feb 2024 00:38 WIB",Hana Nushratu Uzma  ,"Barisan Relawan For Gibran (Barisan RFG) kembali menggelar tebus murah sembako di Kabupaten Banyuasin, Sumatera Selatan. Kali ini Barisan RFG menggandeng aktivis mahasiswa kelompok Cipayung.Ketua Dewan Pembina Barisan RFG Reza Fahlevi mengatakan kampanye relawannya dirangkai dengan kegiatan sosial berupa tebus murah 1.000 paket sembako dan makan siang gratis 3.000 porsi yang diborong dari UMKM lokal.""Kami menggandeng aktivis mahasiswa kelompok Cipayung: Himpunan Mahasiswa Islam (HMI), Ikatan Mahasiswa Muhammadiyah (IMM) dan Pergerakan Mahasiswa Islam Indonesia (PMII) di Kabupaten Banyuasin untuk membantu masyarakat dengan kegiatan tebus murah sembako,"" kata Reza dalam keterangan tertulis, Jumat (9/2/2024).Reza menekankan proses politik perlu dikuasai pemuda. Sehingga estafet kepemimpinan di kancah politik akan semakin maju.Imbasnya, negara dan masyarakat akan semakin sejahtera karena adanya kebijakan politik yang ideal.""Barisan RFG ingin memberikan edukasi politik kepada individu, khususnya generasi muda yang secara sukarela aktif dan terlibat dalam bidang politik, serta berperan untuk memberikan pemahaman masyarakat perihal pendidikan politik,"" tukas Reza.""Jika sudah masuk menjadi bagian relawan yang bergerak di edukasi politik, maka tugasnya adalah mengedukasi, turut memberikan masukan perihal kebijakan mengenai politik. Di situlah peran Barisan RFG agar pemuda bisa juga turut serta terlibat dalam memberikan masukan untuk para pemangku kebijakan,"" sambungnya.Lebih lanjut Reza menjelaskan, peran relawan di situ. Mereka turun langsung ke masyarakat secara door to door, membawa kampanye secara kekeluargaan, memberikan arahan ke pasar-pasar, ke terminal, ke wilayah basis warga yang sama sekali tidak mengenal internet, TV, atau media sosial.""Itu yang menjadi sasaran Barisan RFG,"" kata Reza.Reza menambahkan sebagai organisasi resmi, Barisan RFG ingin menjadi bagian penting dari suksesi pemenangan Prabowo-Gibran.""Jika Pemilu usai, Barisan RFG akan kembali mengawal dan mensupport jalannya pembangunan dan tetap menggelar berbagai kegiatan sosial kemasyarakatan, kebudayaan dan pendidikan. Sesuai tagline perjuangan kami #GerakanIndonesiaCerdas,"" tandas Reza.Sementara itu, Koordinator Daerah Barisan RFG Sumatera Selatan Fadli Rumakefing mengungkapkan, kegiatan tebus murah sembako berlangsung di Jl. Sabar Jaya, RT.09/RW.02 No.530, Kelurahan Mariana Ilir, Kecamatan Banyuasin, Kabupaten Banyuasin, Sumatera Selatan, Selasa (6/2) sore.""Barisan RFG bersama aktivis mahasiswa Kelompok Cipayung akan terus mengawal kemenangan Prabowo-Gibran di Sumsel. Kami yakin tebus murah sembako berdampak positif terhadap elektoral Paslon 02,"" pungkas Fadli."
7184341,            Berita        ,Pria Berambut Pirang Diburu Buntut Tewasnya 'Cinderella',"Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Seorang wanita di Banyuasin, Sumatera Selatan tiba-tiba mengalami kejang-kejang seusai berjoget di pesta pernikahan. Korban disebut-sebut mengalami overdosis minuman dan narkoba.Kejadian itu terekam video amatir warga dan viral di jagat maya. Seorang pria berambut pirang yang diduga mencekoki korban miras dan narkoba kini tengah diburu polisi.Peristiwa itu terjadi di Desa Sukapindah, Kecamatan Rambutan, pada Rabu (7/2) sore. Saat itu korban dan pria berambut pirang berada di pesta pernikahan.Tewasnya Cinderella ini terekam video amatir yang beredar di media sosial. Dalam rekaman video yang beredar, awalnya korban terlihat sedang asyik berjoget menikmati musik remix di sebuah hajatan.Wanita berusia 29 tahun itu ditemani oleh pria berambut pirang. Di sekitarnya terlihat tamu undangan yang tengah duduk di bangku.Tak lama setelah itu, wanita berbaju hijau sage itu terlihat kejang-kejang di pangkuan pria pirang tadi. Korban dikabarkan tewas setelah mengalami kejang-kejang.Kapolres Banyuasin AKBP Ferly Rosa Putra membenarkan narasi yang menyebutkan korban tewas overdosis. Peristiwa itu disebutnya terjadi di sebuah pesta hajatan pernikahan di Desa Sukapindah, Kecamatan Rambutan, pada Rabu (7/2) sore.""Iya kejadian itu memang benar terjadi di sana. Korban berinisial RAD, ibu rumah tangga,"" kata Ferly, dilansir detikSumbagsel, Kamis (8/2).Kejadian itu berawal saat pukul 13.00-15.00 WIB ada acara hiburan musik dangdut atau biasa dikenal organ tunggal (OT) di pesta pernikahan anak dari Fatan, pemilik hajat. Namun sekitar pukul 15.00 acara hiburan musik dangdut beralih ke musik remix sampai pukul 17.00 WIB.Baca selengkapnya di halaman selanjutnya.....Halaman                1                            2                        Selanjutnya wanita tewas overdosis wanita tewas banyuasin viral detiksumbagsel hukum jabodetabek round-up "
7184340,            Pemilu        ,"Usai Padati Kampanye Prabowo-Gibran di GBLA, Relawan RUMI Siap Birukan GBK","Jumat, 09 Feb 2024 00:38 WIB",Tim detikcom  ,"Relawan untuk Majukan Indonesia (RUMI) telah memadati kampanye akbar Prabowo Subianto-Gibran Rakabuming Raka di Stadion Gelora Bandung Lautan Api (GBLA), Bandung, Jawa Barat. Mereka pun berjanji akan membirukan kampanye akbar Prabowo-Gibran di Stadion Utama Gelora Bung Karno (SUGBK), Jakarta.Ketua Harian Relawan RUMI, Arif Susanto, mengatakan pada Kamis (9/2) sebanyak 5.000 Relawan RUMI menghadiri kampanye paslon capres cawapres nomor urut 2 tersebut.""Meskipun sebagian tertahan di tengah jalan karena macet parah, semua relawan yang hadir semakin semangat untuk mengawal suara Prabowo-Gibran pada hari pencoblosan besok,"" ujar Arif.Dia yakin kampanye akbar di GBLA akan menguatkan suara Prabowo-Gibran di Jawa Barat. Sehingga, pelung menang satu putaran semakin besar.Sementara itu, Sekjen Relawan RUMI, Irfan Ahmad Fauzi, mengapresiasi upaya Tim Kampanye Daerah (TKD) Jabar yang telah bekerja keras untuk menyelenggarakan kampanye akbar. ""Meskipun hujan deras mengguyur GBLA, peserta masih terlihat sangat semangat mengikuti acara hingga akhir,"" ujar Irfan.Bagi Irfan, kampanye akbar adalah puncak perjuangan relawan selama beberapa bulan terakhir. Kemeriahan kampanye akbar adalah buah dari kunjungan dari pintu ke pintu.""Setelah melakukan kunjungan door to door ke ratusan ribu rumah dan menyapa ribuan tokoh, acara hari ini menjadi momen penting bagi kemenangan masyarakat Jawa Barat,"" kata Irfan.Irfan menegaskan Relawan RUMI siap membirukan SUGBK pada kampanye akbar 10 Februari 2024. Diketahui, 10 Februari merupakan jadwal terakhir kampanye.""Tapi perjuangan belum selesai, tanggal 10 Relawan RUMI akan kembali turun untuk memeriahkan GBK dengan jumlah massa yang lebih banyak,"" tambah Irfan."
7184335,            Pemilu        ,Nusron Balas Cak Imin soal 'Kuliah Hukum Disuruh Pilih Pelanggar Hukum',"Jumat, 09 Feb 2024 00:38 WIB",Rolando Fransiscus Sihombing  ,"Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin menyentil konten viral di media sosial soal rugi kuliah hukum tapi memilih pelanggar hukum. TKN Prabowo Subianto-Gibran Rakabuming Raka membalas sindiran Cak Imin.""Jawab saja: Capek-capek kuliah-kuliah disuruh pilih kardus durian. Rugi dong,"" kata Sekretaris TKN Prabowo-Gibran, Nusron Wahid, kepada wartawan, Kamis (8/2/2024).Tak ada pesan lebih jauh Nusron Wahid kepada Cak Imin soal sindiran hukum tersebut. ""Ya pesan itu saja,"" imbuh Nusron.Cak Imin sebelumnya melakukan safari poltik di Bandung, Jawa Barat. Cak Imin menyentil konten viral di media sosial soal rugi kuliah hukum tapi memilih pelanggar hukum.Hal itu disampaikan Cak Imin dalam orasi politiknya di GOR C-Tra Arena, Kota Bandung, Jawa Barat, Kamis (8/2). Mulanya, Cak Imin mengatakan ada konten baru di sosial media.""Tapi sekarang di sosmed ada muncul baru,"" kata Cak Imin dalam orasi politiknya.Cak Imin menyebutkan konten viral tersebut. Dia mengatakan konten itu berbunyi capek-capek kuliah hukum tapi disuruh pelanggar hukum.""Capek-capek kuliah hukum, pernah lihat nggak? Capek-capek kuliah hukum kok disuruh milih pelanggar hukum, rugi dong,"" ujarnya."
